,genes,pagerank
5940,Tdrd3,-2.62E-05
5941,Dach1,-4.84E-05
5942,Mzt1,2.23E-06
5943,Pibf1,3.47E-05
5944,Klf5,-2.96E-05
5945,Tbc1d4,-1.31E-05
5946,Commd6,1.13E-05
5947,Uchl3,4.21E-05
5948,Lmo7,-1.03E-05
5949,Kctd12,-5.76E-05
5950,Cln5,2.97E-05
5951,Fbxl3,-1.18E-05
5952,Mycbp2,3.07E-05
5953,Slain1,1.80E-05
5954,Ednrb,1.85E-05
5955,Rbm26,7.58E-05
5956,Ndfip2,-6.41E-05
5957,Spry2,-3.92E-05
5958,Mir17hg,3.90E-05
5959,Gpc6,-5.55E-05
5960,Tgds,3.98E-05
5961,Gpr180,1.67E-05
5962,Cldn10,2.41E-05
5963,Dnajc3,1.62E-05
5964,Mbnl2,9.68E-06
5965,Rap2a,-0.000103878
5966,Ipo5,8.57E-05
5967,Farp1,-1.03E-05
5968,Stk24,1.08E-05
5969,Dock9,0.000132528
5970,Ubac2,1.71E-05
5971,Gpr18,-1.48E-05
5972,Gpr183,3.64E-05
5973,Tm9sf2,2.07E-05
5974,Clybl,-2.25E-05
5975,Pcca,-2.68E-05
5976,Ggact,-5.43E-06
5977,Itgbl1,-2.69E-06
5978,Alkbh8,9.09E-07
5979,Cwf19l2,8.17E-06
5980,Aasdhppt,4.07E-06
5981,Kbtbd3,-1.60E-05
5982,Msantd4,-1.15E-05
5983,Casp1,1.74E-05
5984,Casp4,-0.00010163
5985,Casp12,3.25E-05
5986,Pdgfd,-1.96E-05
5987,Dync2h1,-1.42E-05
5988,Dcun1d5,-3.32E-05
5989,Mmp3,-0.000177418
5990,Tmem123,-1.99E-05
5991,Birc2,9.40E-06
5992,Birc3,5.13E-05
5993,Yap1,3.77E-05
5994,Arhgap42,-0.000183489
5995,Jrkl,3.22E-05
5996,Ccdc82,1.09E-05
5997,Phxr4,9.71E-05
5998,Maml2,1.16E-05
5999,Mtmr2,0.000108652
6000,Cep57,-1.87E-05
6001,Fam76b,-2.78E-05
6002,Sesn3,1.58E-05
6003,Endod1,1.87E-05
6004,Cwc15,-2.81E-05
6005,Amotl1,3.75E-05
6006,Ankrd49,5.95E-06
6007,Panx1,-0.000174229
6008,Med17,3.37E-05
6009,4931406C07Rik,-4.64E-05
6010,Taf1d,5.86E-06
6011,Cep295,-0.000108734
6012,Smco4,-4.63E-06
6013,Slc36a4,1.11E-05
6014,Chordc1,-2.98E-05
6015,Zfp317,6.19E-05
6016,Zfp560,-2.49E-05
6017,Zfp26,2.03E-05
6018,Zfp266,2.98E-05
6019,Fbxl12,1.57E-05
6020,Ubl5,4.90E-05
6021,Pin1,-4.73E-05
6022,A230050P20Rik,3.80E-05
6023,Ppan,3.49E-05
6024,Eif3g,-2.79E-05
6025,Dnmt1,-3.07E-05
6026,S1pr2,2.45E-06
6027,Mrpl4,4.93E-07
6028,Icam1,4.14E-05
6029,Fdx1l,2.57E-05
6030,Raver1,-2.78E-05
6031,Tyk2,-4.63E-06
6032,Cdc37,-6.44E-05
6033,Pde4a,6.73E-06
6034,Keap1,9.74E-05
6035,Atg4d,5.92E-05
6036,Kri1,-3.27E-05
6037,Cdkn2d,-9.71E-05
6038,Slc44a2,-3.62E-05
6039,Ilf3,-1.08E-05
6040,Qtrt1,1.23E-05
6041,Dnm2,-2.66E-06
6042,Tmed1,-3.44E-05
6043,AB124611,-5.35E-05
6044,Carm1,3.82E-05
6045,Yipf2,-1.13E-05
6046,Smarca4,3.67E-05
6047,Ldlr,4.72E-05
6048,Spc24,1.41E-05
6049,Kank2,0.000112454
6050,Dock6,1.72E-05
6051,Rab3d,-5.95E-06
6052,Tmem205,0.000106979
6053,Swsap1,3.33E-05
6054,Prkcsh,-1.73E-05
6055,Zfp653,2.76E-05
6056,Ecsit,9.54E-06
6057,Cnn1,-2.69E-06
6058,Elof1,-4.44E-05
6059,Acp5,2.14E-05
6060,Pigyl,-4.37E-05
6061,Rp9,-1.66E-05
6062,Bbs9,-2.74E-05
6063,Bmper,1.43E-05
6064,Dpy19l1,-3.21E-06
6065,Herpud2,-1.99E-05
6066,Eepd1,-8.59E-06
6067,Acad8,-1.98E-05
6068,Thyn1,1.23E-05
6069,Vps26b,-3.76E-06
6070,Jam3,-0.000136328
6071,Adamts15,-9.29E-05
6072,Adamts8,-0.000418736
6073,Zbtb44,-4.05E-06
6074,Aplp2,-5.33E-06
6075,Nfrkb,-5.65E-06
6076,Arhgap32,-7.36E-05
6077,Fli1,1.70E-05
6078,Ets1,2.96E-05
6079,St3gal4,4.82E-05
6080,Dcps,4.12E-05
6081,Tirap,5.85E-05
6082,Srpr,-5.90E-05
6083,Foxred1,1.88E-05
6084,Fam118b,4.33E-05
6085,Rpusd4,1.31E-05
6086,Cdon,-9.99E-05
6087,Pus3,3.13E-05
6088,Stt3a,-1.65E-05
6089,Ei24,3.05E-05
6090,Pknox2,-7.43E-05
6091,Tmem218,1.97E-05
6092,Robo4,-5.92E-05
6093,Msantd2,4.48E-06
6094,Esam,-0.000103485
6095,Vsig2,-5.10E-05
6096,Nrgn,2.18E-05
6097,Spa17,2.32E-05
6098,Siae,2.68E-05
6099,Tbrg1,-6.50E-05
6100,Vwa5a,2.83E-05
6101,Clmp,-0.000102333
6102,Hspa8,-3.76E-06
6103,Ubash3b,1.08E-05
6104,Sorl1,4.25E-05
6105,Sc5d,-2.02E-05
6106,Tbcel,-1.31E-05
6107,Arhgef12,-5.78E-05
6108,Oaf,2.18E-05
6109,Thy1,7.92E-06
6110,Rnf26,-1.61E-05
6111,Usp2,-4.66E-05
6112,Mcam,1.66E-05
6113,Cbl,2.18E-05
6114,Nlrx1,-9.42E-05
6115,C2cd2l,-1.40E-05
6116,Dpagt1,1.49E-05
6117,H2afx,1.65E-05
6118,Hmbs,8.43E-05
6119,Vps11,-4.77E-05
6120,Hyou1,-4.31E-05
6121,Slc37a4,2.17E-05
6122,Trappc4,9.15E-06
6123,Rps25,3.28E-05
6124,Ccdc84,1.93E-05
6125,Bcl9l,-1.92E-05
6126,Cxcr5,-7.14E-05
6127,Ddx6,0.000102016
6128,Phldb1,-1.51E-05
6129,Arcn1,2.58E-05
6130,Ift46,1.87E-05
6131,Kmt2a,7.06E-05
6132,Atp5l,8.08E-05
6133,Ube4a,1.46E-05
6134,Cd3g,1.67E-05
6135,Cd3d,-2.79E-05
6136,Cd3e,1.23E-05
6137,Il10ra,2.53E-05
6138,Fxyd6,-6.37E-05
6139,Cep164,1.79E-05
6140,Bace1,6.04E-05
6141,Rnf214,1.88E-05
6142,Pcsk7,1.37E-05
6143,Tagln,-4.47E-05
6144,Sidt2,0.000107925
6145,Pafah1b2,-5.36E-05
6146,Sik3,-2.84E-05
6147,Zpr1,-0.000108734
6148,Bud13,-9.36E-05
6149,Cadm1,-1.84E-05
6150,Nxpe4,-4.38E-05
6151,Rexo2,-4.81E-06
6152,Rbm7,6.30E-06
6153,Gm5617,-4.45E-06
6154,Nnmt,-0.000105721
6155,Zbtb16,-6.49E-05
6156,Zw10,6.70E-05
6157,Ttc12,5.96E-06
6158,Ncam1,-0.000372105
6159,Plet1,-0.000108734
6160,Pts,5.07E-05
6161,Il18,-3.77E-05
6162,Sdhd,-0.00011295
6163,Timm8b,-0.000130625
6164,Dlat,-1.25E-05
6165,Hspb2,1.38E-05
6166,Cryab,1.60E-05
6167,1110032A03Rik,6.66E-05
6168,Fdxacb1,-6.51E-06
6169,Alg9,9.97E-06
6170,Ppp2r1b,-1.69E-06
6171,Sik2,3.77E-05
6172,Pou2af1,-8.47E-05
6173,Arhgap20,3.93E-05
6174,Fdx1,-0.00010491
6175,Rdx,8.20E-05
6176,Ddx10,1.59E-05
6177,Kdelc2,5.01E-05
6178,Atm,3.89E-05
6179,Npat,2.95E-05
6180,Acat1,7.32E-05
6181,Cul5,3.64E-05
6182,Dmxl2,5.50E-05
6183,Cib2,4.20E-05
6184,Idh3a,5.46E-05
6185,Dnaja4,8.43E-05
6186,Wdr61,1.32E-05
6187,Ireb2,-7.10E-05
6188,Psma4,2.22E-05
6189,Ube2q2,6.39E-06
6190,Fbxo22,4.23E-05
6191,Etfa,5.36E-05
6192,Scaper,-4.36E-05
6193,Rcn2,8.47E-06
6194,Pstpip1,2.32E-05
6195,Tspan3,1.76E-05
6196,Peak1,-0.000108734
6197,Hmg20a,4.04E-05
6198,Snx33,4.71E-05
6199,Imp3,-2.53E-06
6200,Snupn,2.46E-05
6201,Ptpn9,-2.86E-05
6202,Sin3a,-1.41E-06
6203,Man2c1,-4.32E-05
6204,Neil1,6.09E-06
6205,Commd4,5.88E-05
6206,1700017B05Rik,-5.83E-06
6207,Ppcdc,-1.36E-05
6208,Cox5a,1.29E-05
6209,Fam219b,1.49E-05
6210,Mpi,2.49E-05
6211,Scamp2,-5.24E-05
6212,Ulk3,1.04E-05
6213,Csk,4.30E-05
6214,Edc3,3.40E-05
6215,Clk3,-2.26E-05
6216,Arid3b,7.45E-06
6217,Ubl7,2.96E-06
6218,Sema7a,-5.46E-05
6219,Islr,-2.48E-05
6220,Pml,1.33E-05
6221,Stoml1,1.71E-05
6222,Loxl1,3.28E-05
6223,Nptn,9.40E-05
6224,Neo1,-2.99E-05
6225,Adpgk,-2.32E-05
6226,Bbs4,5.58E-07
6227,Arih1,8.13E-06
6228,Hexa,3.11E-05
6229,Parp6,4.31E-06
6230,Pkm,-1.58E-05
6231,Myo9a,-2.92E-06
6232,Larp6,-2.69E-06
6233,Uaca,5.56E-06
6234,Tle3,9.90E-06
6235,Rplp1,5.42E-05
6236,Glce,1.55E-05
6237,Anp32a,-1.62E-05
6238,Coro2b,-2.24E-06
6239,Fem1b,4.95E-05
6240,Cln6,4.69E-05
6241,Calml4,-5.59E-05
6242,Pias1,2.72E-05
6243,Map2k5,1.87E-05
6244,2300009A05Rik,-9.58E-06
6245,Aagab,1.92E-05
6246,Smad3,1.28E-05
6247,Smad6,-2.99E-05
6248,Rpl4,0.000105601
6249,Snapc5,-6.19E-05
6250,Map2k1,-7.60E-05
6251,Tipin,4.37E-06
6252,Dis3l,3.27E-05
6253,Rab11a,0.000119294
6254,Dennd4a,7.90E-06
6255,Hacd3,-0.000108734
6256,Dpp8,4.99E-06
6257,Clpx,2.51E-05
6258,Pdcd7,3.08E-05
6259,Rasl12,-2.49E-06
6260,Mtfmt,1.78E-05
6261,Spg21,2.37E-05
6262,Plekho2,-6.11E-05
6263,Rbpms2,9.44E-05
6264,Oaz2,9.24E-05
6265,Zfp609,1.92E-05
6266,Trip4,7.70E-05
6267,Csnk1g1,-4.76E-05
6268,Ppib,-5.07E-07
6269,Snx1,-2.99E-05
6270,Dapk2,-4.06E-05
6271,Herc1,1.40E-05
6272,Fbxl22,-4.56E-05
6273,Usp3,5.12E-05
6274,Aph1b,-1.77E-05
6275,Aph1c,1.14E-05
6276,Rab8b,4.35E-05
6277,Rps27l,4.55E-05
6278,Lactb,1.85E-05
6279,Tpm1,2.22E-05
6280,Tln2,-2.68E-05
6281,Vps13c,3.79E-05
6282,Rora,2.05E-05
6283,Ice2,-0.000108734
6284,Anxa2,-5.82E-05
6285,Bnip2,-6.45E-05
6286,Gtf2a2,-4.14E-05
6287,Myo1e,-1.03E-05
6288,Ccnb2,-4.13E-05
6289,Rnf111,5.96E-05
6290,Sltm,4.29E-05
6291,Adam10,-6.36E-05
6292,Polr2m,2.64E-05
6293,Myzap,-1.84E-05
6294,Cgnl1,-4.79E-05
6295,Tcf12,0.000116654
6296,Zfp280d,7.32E-05
6297,Rfx7,1.10E-05
6298,Nedd4,-5.92E-06
6299,Ccpg1,5.75E-05
6300,Pigb,2.68E-05
6301,Rab27a,2.34E-05
6302,Rsl24d1,6.15E-05
6303,Fam214a,1.37E-05
6304,Arpp19,2.86E-05
6305,Myo5a,-3.56E-06
6306,Mapk6,5.53E-05
6307,Leo1,5.26E-06
6308,Tmod3,-2.76E-05
6309,Tmod2,-7.66E-05
6310,Lysmd2,-0.000102265
6311,Bmp5,1.65E-05
6312,Lrrc1,2.03E-05
6313,Gclc,1.84E-05
6314,Elovl5,-7.80E-05
6315,Fbxo9,-4.84E-05
6316,Ick,6.77E-05
6317,Gsta4,-8.73E-05
6318,Mto1,1.32E-05
6319,Eef1a1,5.38E-05
6320,Slc17a5,0.000116895
6321,Col12a1,6.52E-06
6322,Cox7a2,3.75E-05
6323,Tmem30a,7.77E-06
6324,Filip1,1.26E-05
6325,Senp6,5.78E-05
6326,Myo6,3.58E-05
6327,Irak1bp1,-2.00E-05
6328,Phip,1.76E-05
6329,Hmgn3,-1.61E-06
6330,Bckdhb,1.51E-05
6331,Ibtk,-2.73E-05
6332,Pgm3,-6.91E-05
6333,Rwdd2a,-7.14E-05
6334,Me1,0.000244278
6335,Cyb5r4,-1.58E-05
6336,Nt5e,-2.69E-05
6337,Snx14,-4.62E-05
6338,Syncrip,7.75E-05
6339,Mthfsl,-0.000108734
6340,Bcl2a1d,-4.30E-05
6341,Bcl2a1a,1.32E-05
6342,Bcl2a1b,3.22E-05
6343,Mthfs,0.000108051
6344,Tmed3,9.32E-05
6345,Ctsh,-1.75E-05
6346,Morf4l1,5.26E-05
6347,Tbc1d2b,-1.59E-05
6348,Plscr1,-2.58E-05
6349,Plscr2,-2.52E-05
6350,Plscr4,-6.19E-06
6351,Plod2,-5.13E-05
6352,1190002N15Rik,-7.39E-06
6353,Slc9a9,-9.43E-05
6354,Chst2,-0.000147105
6355,U2surp,4.67E-05
6356,Pcolce2,-7.86E-06
6357,Trpc1,-0.000148191
6358,Atr,2.71E-05
6359,Xrn1,1.09E-05
6360,Gk5,-2.60E-05
6361,Tfdp2,-1.02E-06
6362,Atp1b3,1.84E-05
6363,Rnf7,-0.000138087
6364,Rasa2,2.68E-05
6365,Zbtb38,5.98E-05
6366,Slc25a36,5.52E-05
6367,Nmnat3,-7.06E-05
6368,Rbp1,-1.38E-05
6369,Copb2,-8.80E-06
6370,Mrps22,1.33E-05
6371,Faim,9.86E-06
6372,Pik3cb,2.51E-05
6373,Cep70,4.28E-06
6374,Mras,1.69E-05
6375,Armc8,6.79E-05
6376,Dbr1,8.92E-05
6377,Nck1,-1.37E-05
6378,Slc35g2,-3.31E-05
6379,Stag1,6.45E-05
6380,Pccb,3.97E-05
6381,Msl2,-5.37E-05
6382,Ppp2r3a,-2.84E-05
6383,Cep63,-2.57E-05
6384,Anapc13,-6.44E-05
6385,Amotl2,-1.19E-05
6386,Ryk,1.17E-05
6387,Slco2a1,-1.78E-05
6388,Rab6b,1.20E-05
6389,Srprb,2.27E-05
6390,Trf,3.72E-05
6391,Topbp1,2.41E-05
6392,Cdv3,-2.75E-05
6393,Bfsp2,-0.000163764
6394,Tmem108,-2.25E-06
6395,Uba5,8.37E-06
6396,Acad11,-1.57E-05
6397,Ackr4,-2.69E-06
6398,Dnajc13,6.81E-05
6399,Mrpl3,3.06E-05
6400,Nudt16,1.65E-05
6401,Aste1,2.32E-05
6402,Atp2c1,1.52E-05
6403,Pik3r4,-9.24E-06
6404,Wdr82,1.16E-05
6405,Ppm1m,5.63E-05
6406,Twf2,9.36E-06
6407,Alas1,-1.28E-05
6408,Dusp7,3.04E-06
6409,Rpl29,6.41E-05
6410,Acy1,-1.09E-05
6411,Abhd14a,2.00E-05
6412,Abhd14b,3.21E-05
6413,Pcbp4,8.20E-06
6414,Parp3,4.76E-05
6415,Rrp9,4.28E-05
6416,Tex264,1.87E-05
6417,Rad54l2,1.73E-05
6418,Manf,-0.000103884
6419,Rbm15b,-1.29E-05
6420,Mapkapk3,2.90E-05
6421,Cish,8.39E-06
6422,Tmem115,-3.87E-05
6423,Cyb561d2,-1.76E-05
6424,Nprl2,-1.65E-05
6425,Rassf1,5.67E-06
6426,Tusc2,1.60E-05
6427,Hyal2,1.73E-05
6428,Hyal1,-6.96E-05
6429,Ifrd2,2.72E-05
6430,Sema3b,-3.08E-05
6431,Gnai2,2.60E-05
6432,Sema3f,9.38E-06
6433,Rbm5,5.70E-05
6434,Rbm6,0.000131412
6435,Mon1a,4.41E-05
6436,Uba7,5.39E-06
6437,Ip6k1,-9.72E-07
6438,Gmppb,1.06E-05
6439,Rnf123,-2.43E-05
6440,Apeh,-4.69E-05
6441,Dag1,7.68E-05
6442,Nicn1,-1.08E-05
6443,Tcta,7.15E-05
6444,Rhoa,0.000101872
6445,Gpx1,3.11E-05
6446,Usp4,-1.14E-05
6447,Klhdc8b,4.01E-05
6448,Ccdc71,6.84E-06
6449,Lamb2,-1.06E-05
6450,Usp19,2.47E-06
6451,Qars,-5.02E-05
6452,Qrich1,7.15E-05
6453,Impdh2,-3.43E-05
6454,Ndufaf3,2.53E-05
6455,Dalrd3,-8.60E-05
6456,Wdr6,-2.29E-06
6457,P4htm,-3.77E-05
6458,Arih2,2.50E-05
6459,Slc25a20,-3.59E-05
6460,Prkar2a,8.31E-05
6461,Ip6k2,-3.66E-06
6462,Nckipsd,3.44E-05
6463,Uqcrc1,-1.76E-06
6464,Pfkfb4,-1.22E-05
6465,Shisa5,1.53E-05
6466,Tma7,-1.88E-05
6467,Plxnb1,-7.81E-05
6468,Nme6,-8.97E-06
6469,Map4,-6.39E-06
6470,Dhx30,-2.01E-05
6471,Smarcc1,4.83E-05
6472,Elp6,3.31E-05
6473,Scap,-5.13E-05
6474,Ptpn23,6.31E-05
6475,Klhl18,-2.74E-06
6476,Setd2,-3.51E-05
6477,Nradd,-2.54E-05
6478,Nbeal2,2.48E-05
6479,Ccdc12,0.000120659
6480,Als2cl,1.46E-05
6481,Ccrl2,3.21E-05
6482,Lrrfip2,5.70E-05
6483,Mlh1,1.85E-05
6484,Epm2aip1,0.000145079
6485,Pdcd6ip,3.65E-05
6486,Clasp2,2.41E-05
6487,Ubp1,6.50E-05
6488,Crtap,4.79E-05
6489,Glb1,2.20E-05
6490,Tmppe,2.24E-05
6491,Cnot10,1.31E-06
6492,Dync1li1,7.45E-05
6493,Cmtm6,-3.19E-05
6494,Cmtm7,2.48E-05
6495,Cmtm8,3.68E-05
6496,Gpd1l,-7.15E-06
6497,Rps27rt,-0.000108734
6498,Stt3b,-1.64E-05
6499,Tgfbr2,1.67E-05
6500,Rbms3,0.000145682
6501,Azi2,-2.50E-05
6502,Cmc1,6.24E-05
6503,Golga4,8.76E-05
6504,Itga9,3.43E-05
6505,Ctdspl,1.29E-05
6506,Plcd1,-4.83E-05
6507,Oxsr1,-7.14E-05
6508,Myd88,-9.32E-06
6509,Acaa1a,3.30E-05
6510,Acvr2b,1.98E-05
6511,Wdr48,-7.59E-06
6512,Cx3cr1,-4.88E-06
6513,Gorasp1,4.90E-05
6514,Ttc21a,3.42E-05
6515,Csrnp1,2.77E-05
6516,Slc25a38,1.82E-06
6517,Rpsa,9.90E-05
6518,Eif1b,-9.42E-05
6519,Rpl14,7.75E-05
6520,Ctnnb1,6.60E-05
6521,Trak1,4.13E-05
6522,Nktr,0.000174873
6523,Zfp651,5.54E-05
6524,Higd1a,-2.08E-05
6525,Ackr2,-6.04E-05
6526,Pomgnt2,1.07E-05
6527,Snrk,1.67E-05
6528,Ano10,-5.86E-05
6529,Abhd5,5.05E-05
6530,1110059G10Rik,4.40E-06
6531,Tmem42,3.66E-05
6532,Zdhhc3,-2.33E-05
6533,Exosc7,9.33E-07
6534,Clec3b,-8.42E-06
6535,Lars2,-9.56E-06
6536,Limd1,9.34E-05
6537,Sacm1l,8.91E-06
6538,Lztfl1,-2.54E-05
6539,Fyco1,3.78E-05
6540,Ccr1,-7.05E-05
6541,Ccr2,1.71E-05
6542,Ccr5,-0.000169766
6543,Ppp2r3d,-2.69E-06
6544,Sfi1,-1.02E-05
6545,Drg1,1.80E-05
6546,Eif4enif1,2.24E-05
6547,Patz1,8.41E-06
6548,Pik3ip1,-8.89E-06
6549,Limk2,3.33E-05
6550,Rnf185,-3.11E-05
6551,Smtn,-2.63E-05
6552,Morc2a,-5.52E-05
6553,Dusp18,-1.02E-05
6554,Slc35e4,-1.36E-05
6555,Tcn2,-5.86E-05
6556,Pes1,-5.39E-05
6557,Rnf215,-1.83E-05
6558,Sf3a1,-1.55E-05
6559,Tbc1d10a,-1.92E-05
6560,Osm,-3.64E-05
6561,Lif,-3.37E-05
6562,Mtmr3,2.30E-05
6563,Ascc2,-1.12E-05
6564,Uqcr10,-6.24E-05
6565,Zmat5,-1.32E-05
6566,Nf2,3.26E-05
6567,Nipsnap1,1.07E-05
6568,Thoc5,-2.83E-05
6569,Ap1b1,8.76E-05
6570,Gas2l1,0.000100532
6571,Ewsr1,9.86E-05
6572,Emid1,-3.08E-05
6573,Kremen1,7.88E-06
6574,Znrf3,1.31E-05
6575,Xbp1,-4.14E-05
6576,Ccdc117,9.02E-06
6577,Mrps24,-7.77E-05
6578,Urgcp,2.55E-05
6579,Dbnl,-6.09E-05
6580,Aebp1,-1.67E-05
6581,Pold2,1.56E-05
6582,Ykt6,-1.50E-05
6583,Camk2b,3.31E-05
6584,Nudcd3,-3.42E-05
6585,Ddx56,2.07E-05
6586,Tmed4,0.000124323
6587,Ogdh,3.28E-05
6588,Zmiz2,4.79E-05
6589,Ppia,-3.53E-05
6590,H2afv,3.44E-05
6591,Purb,6.32E-05
6592,Myo1g,1.06E-05
6593,Ccm2,-2.27E-05
6594,Tbrg4,1.77E-05
6595,Ramp3,-4.23E-05
6596,Igfbp3,-0.000114444
6597,Tns3,1.76E-05
6598,Upp1,-9.43E-05
6599,Ikzf1,1.50E-05
6600,Grb10,8.80E-06
6601,Cobl,-8.73E-05
6602,Sec61g,-5.03E-05
6603,Egfr,4.25E-06
6604,Plek,1.09E-05
6605,Cnrip1,1.18E-05
6606,Ppp3r1,6.01E-06
6607,Wdr92,-3.21E-05
6608,Pno1,-2.95E-05
6609,C1d,-2.46E-05
6610,Etaa1,-2.60E-06
6611,Meis1,-2.72E-05
6612,Spred2,-4.34E-06
6613,Actr2,-2.04E-05
6614,Rab1a,-0.000108734
6615,Cep68,-1.11E-07
6616,Slc1a4,-2.81E-05
6617,Sertad2,-5.81E-06
6618,Aftph,0.000131515
6619,Lgalsl,2.31E-05
6620,Peli1,1.09E-05
6621,Vps54,5.84E-05
6622,Ugp2,2.83E-06
6623,Mdh1,-2.94E-05
6624,Ehbp1,6.55E-06
6625,Commd1,6.94E-05
6626,Zrsr1,4.16E-05
6627,Cct4,-6.89E-05
6628,Xpo1,-8.08E-06
6629,Usp34,0.00016123
6630,Ahsa2,7.54E-06
6631,0610010F05Rik,3.21E-05
6632,Pex13,6.77E-05
6633,Pus10,4.03E-05
6634,Rel,2.48E-05
6635,Papolg,-2.07E-06
6636,Bcl11a,2.99E-06
6637,Fancl,-2.66E-05
6638,Vrk2,-4.16E-06
6639,Ccdc85a,-7.19E-07
6640,Efemp1,-2.80E-05
6641,Pnpt1,3.72E-05
6642,Cfap36,-0.000108734
6643,Ccdc88a,-8.36E-05
6644,Prorsd1,-4.51E-05
6645,Mtif2,-6.01E-05
6646,Rps27a,5.64E-06
6647,Rtn4,0.000129217
6648,Sptbn1,3.09E-05
6649,Acyp2,4.04E-05
6650,Psme4,3.85E-05
6651,Asb3,2.66E-05
6652,Erlec1,-0.000107733
6653,Stc2,-0.000115973
6654,Bod1,1.61E-05
6655,Cpeb4,-2.64E-05
6656,Snrnp25,1.49E-05
6657,Rhbdf1,-7.34E-06
6658,Nprl3,2.02E-05
6659,Mpg,1.06E-05
6660,Sh3pxd2b,-7.51E-05
6661,Ubtd2,1.79E-05
6662,Stk10,-4.50E-06
6663,Fbxw11,3.06E-05
6664,Npm1,0.000158463
6665,Lcp2,1.49E-05
6666,Dock2,2.52E-05
6667,Slit3,-7.49E-05
6668,Pank3,1.71E-05
6669,Rars,8.63E-06
6670,Mat2b,-2.45E-05
6671,Nudcd2,3.48E-06
6672,Ccng1,1.83E-05
6673,Pttg1,0.000120808
6674,Slu7,-4.00E-05
6675,C1qtnf2,-2.69E-06
6676,Pwwp2a,2.92E-05
6677,Ttc1,-6.97E-05
6678,Ublcp1,-4.58E-07
6679,Rnf145,-0.000117017
6680,Ebf1,1.74E-05
6681,Clint1,2.07E-05
6682,Lsm11,-1.72E-05
6683,Thg1l,2.29E-05
6684,Adam19,2.46E-05
6685,Cyfip2,-8.32E-06
6686,Itk,-0.000135249
6687,Med7,-1.06E-06
6688,Havcr2,-2.12E-05
6689,Trim41,2.43E-05
6690,Trim7,1.09E-05
6691,Irgm1,1.31E-05
6692,9930111J21Rik2,8.67E-05
6693,Tgtp2,-5.20E-05
6694,Ifi47,7.81E-05
6695,Zfp62,1.63E-05
6696,Mgat1,-1.77E-05
6697,Flt4,-9.03E-05
6698,Scgb3a1,0.000105064
6699,Cnot6,-2.92E-05
6700,Gfpt2,-0.000309516
6701,Mapk9,-1.34E-05
6702,Rnf130,2.54E-05
6703,Tbc1d9b,3.26E-05
6704,Sqstm1,-1.45E-05
6705,Mgat4b,8.84E-06
6706,Ltc4s,1.16E-05
6707,Maml1,8.25E-06
6708,Canx,0.00011009
6709,Hnrnph1,6.67E-05
6710,Rufy1,4.45E-05
6711,Adamts2,-2.39E-05
6712,Zfp2,1.56E-05
6713,Clk4,5.23E-05
6714,Col23a1,-1.21E-05
6715,Phykpl,2.68E-05
6716,Hnrnpab,6.32E-06
6717,Nhp2,-1.42E-06
6718,Rmnd5b,4.51E-06
6719,N4bp3,1.44E-05
6720,0610009B22Rik,2.35E-05
6721,Sec24a,7.85E-05
6722,Sar1b,4.30E-05
6723,Jade2,-0.000108734
6724,Cdkn2aipnl,4.58E-06
6725,Ube2b,-7.55E-05
6726,Ppp2ca,-4.13E-05
6727,Skp1a,-4.46E-06
6728,Tcf7,8.74E-06
6729,Vdac1,-0.000110417
6730,9530068E07Rik,3.95E-05
6731,Hspa4,6.40E-05
6732,Zcchc10,-1.30E-05
6733,Aff4,-5.39E-05
6734,Uqcrq,2.18E-05
6735,Kif3a,7.17E-05
6736,Rad50,7.27E-06
6737,Irf1,7.01E-05
6738,Gm12216,8.26E-05
6739,Slc22a5,2.96E-05
6740,Pdlim4,-8.98E-05
6741,P4ha2,-6.70E-06
6742,Fnip1,-1.09E-05
6743,Rapgef6,-9.04E-05
6744,Cdc42se2,8.29E-05
6745,Hint1,9.89E-05
6746,Gpx3,2.25E-05
6747,Tnip1,2.48E-05
6748,Anxa6,6.20E-05
6749,Gm2a,3.19E-05
6750,Slc36a1,1.27E-05
6751,Sparc,-0.000110045
6752,Atox1,2.87E-05
6753,G3bp1,4.45E-06
6754,Glra1,-5.00E-05
6755,Fam114a2,-1.44E-05
6756,Mfap3,3.63E-05
6757,Galnt10,-6.99E-05
6758,Sap30l,1.52E-05
6759,Larp1,5.65E-05
6760,Cnot8,-1.86E-05
6761,Mrpl22,9.78E-06
6762,Igtp,1.65E-05
6763,Irgm2,-3.17E-05
6764,Zfp692,2.71E-05
6765,Zfp672,2.80E-05
6766,Sh3bp5l,3.44E-05
6767,Rnf187,3.68E-05
6768,Hist3h2ba,2.78E-05
6769,Hist3h2a,-3.59E-05
6770,Trim11,1.59E-05
6771,Guk1,-6.76E-05
6772,Mrpl55,2.13E-05
6773,2310033P09Rik,4.31E-06
6774,Arf1,2.72E-05
6775,Snap47,-2.22E-05
6776,Jmjd4,5.19E-05
6777,Zkscan17,1.40E-05
6778,Nlrp3,-5.29E-05
6779,Mprip,-4.11E-05
6780,Flcn,0.000120112
6781,Cops3,-2.60E-05
6782,Nt5m,1.39E-06
6783,Med9,-6.12E-05
6784,Rasd1,-1.56E-05
6785,Rai1,4.85E-05
6786,Srebf1,0.000115834
6787,Tom1l2,-9.69E-05
6788,Atpaf2,6.09E-05
6789,Gid4,8.61E-06
6790,Drg2,-4.95E-05
6791,Alkbh5,7.85E-05
6792,Llgl1,7.58E-06
