,genes,degree,pagerank
3456,Akr1b10,0,5.07E-06
3457,Bpgm,0,5.07E-06
3458,Cald1,0,5.07E-06
3459,Agbl3,0,5.07E-06
3460,Tmem140,-145,0
3461,Wdr91,0,5.07E-06
3462,Cnot4,0,5.07E-06
3463,Nup205,0,5.07E-06
3464,1810058I24Rik,-1,-5.88E-05
3465,Mtpn,0,5.07E-06
3466,Creb3l2,0,5.07E-06
3467,Trim24,0,5.07E-06
3468,Zc3hav1l,0,5.07E-06
3469,Zc3hav1,0,5.07E-06
3470,Ubn2,0,5.07E-06
3471,Luc7l2,0,5.07E-06
3472,Hipk2,0,5.07E-06
3473,Tbxas1,0,5.07E-06
3474,Parp12,0,5.07E-06
3475,Kdm7a,0,5.07E-06
3476,Slc37a3,0,5.07E-06
3477,Rab19,0,5.07E-06
3478,Mkrn1,0,5.07E-06
3479,Dennd2a,0,5.07E-06
3480,Adck2,0,5.07E-06
3481,Ndufb2,-58,0
3482,Braf,0,5.07E-06
3483,Mrps33,0,5.07E-06
3484,Agk,0,5.07E-06
3485,Ssbp1,0,5.07E-06
3486,Gstk1,0,5.07E-06
3487,Casp2,0,5.07E-06
3488,Zyx,-5,0
3489,Epha1,0,5.07E-06
3490,Tcaf1,0,5.07E-06
3491,Arhgef5,0,5.07E-06
3492,Cul1,0,5.07E-06
3493,Ezh2,0,5.07E-06
3494,Pdia4,0,5.07E-06
3495,Zfp398,0,5.07E-06
3496,Zfp212,0,5.07E-06
3497,Zfp777,0,5.07E-06
3498,Zfp746,0,5.07E-06
3499,Krba1,0,5.07E-06
3500,Zfp467,0,5.07E-06
3501,Atp6v0e2,0,5.07E-06
3502,Rarres2,0,5.07E-06
3503,Repin1,0,5.07E-06
3504,Zfp775,0,5.07E-06
3505,Gimap8,0,5.07E-06
3506,Gimap9,0,5.07E-06
3507,Gimap4,0,5.07E-06
3508,Gimap6,-26,0
3509,Gimap7,19,0
3510,Gimap1,-1,0
3511,Gimap5,-6,0
3512,Gimap3,15,0
3513,Tmem176b,-52,0
3514,Tmem176a,-2,-6.05E-05
3515,Gpnmb,0,5.07E-06
3516,Malsu1,0,5.07E-06
3517,Igf2bp3,0,5.07E-06
3518,Tra2a,0,5.07E-06
3519,Ccdc126,0,5.07E-06
3520,Fam221a,0,5.07E-06
3521,Mpp6,0,5.07E-06
3522,Osbpl3,0,5.07E-06
3523,Cycs,0,5.07E-06
3524,Hnrnpa2b1,38,-2.90E-05
3525,Cbx3,0,5.07E-06
3526,Snx10,0,5.07E-06
3527,Skap2,0,5.07E-06
3528,Hotairm1,34,0
3529,Gm15050,34,0
3530,Hoxa5,6,0
3531,Hibadh,0,5.07E-06
3532,Tax1bp1,0,5.07E-06
3533,Creb5,1,0
3534,Tril,0,5.07E-06
3535,Chn2,0,5.07E-06
3536,Scrn1,0,5.07E-06
3537,Fkbp14,-1,0
3538,Plekha8,0,5.07E-06
3539,Mturn,0,5.07E-06
3540,Znrf2,0,5.07E-06
3541,Nod1,0,5.07E-06
3542,Ggct,0,5.07E-06
3543,Gars,0,5.07E-06
3544,Inmt,1,0
3545,Aqp1,0,5.07E-06
3546,Lsm5,0,5.07E-06
3547,Avl9,0,5.07E-06
3548,Kbtbd2,0,5.07E-06
3549,Fkbp9,0,5.07E-06
3550,Nt5c3,0,5.07E-06
3551,Ppm1k,0,5.07E-06
3552,Herc6,0,5.07E-06
3553,Pyurf,0,5.07E-06
3554,Lancl2,0,5.07E-06
3555,Vopp1,-2,0
3556,Abcg2,-2,0
3557,Herc3,0,5.07E-06
3558,Fam13a,0,5.07E-06
3559,Tigd2,0,5.07E-06
3560,Smarcad1,0,5.07E-06
3561,Hpgds,0,5.07E-06
3562,Tnip3,0,5.07E-06
3563,Ndnf,23,0
3564,Prdm5,0,5.07E-06
3565,Mad2l1,0,3.29E-05
3566,Gng12,0,5.07E-06
3567,Gadd45a,0,5.07E-06
3568,Serbp1,1,8.78E-06
3569,Rpia,0,5.07E-06
3570,Eif2ak3,0,5.07E-06
3571,Thnsl2,0,5.07E-06
3572,Krcc1,0,5.07E-06
3573,Cd8b1,-2,0
3574,Cd8a,0,5.07E-06
3575,Rmnd5a,0,5.07E-06
3576,Rnf103,0,5.07E-06
3577,Chmp3,0,5.07E-06
3578,Kdm3a,0,5.07E-06
3579,Mrpl35,0,5.07E-06
3580,Immt,0,5.07E-06
3581,Ptcd3,0,5.07E-06
3582,Polr1a,0,5.07E-06
3583,St3gal5,0,5.07E-06
3584,Atoh8,0,5.07E-06
3585,Usp39,6,2.43E-05
3586,0610030E20Rik,0,5.07E-06
3587,Tmem150a,0,5.07E-06
3588,Rnf181,138,0
3589,Vamp5,26,9.55E-05
3590,Vamp8,7,0
3591,Ggcx,0,5.07E-06
3592,Mat2a,0,5.07E-06
3593,Capg,0,5.07E-06
3594,Elmod3,0,5.07E-06
3595,Retsat,0,5.07E-06
3596,Tgoln1,84,0
3597,Tcf7l1,0,5.07E-06
3598,Kcmf1,0,5.07E-06
3599,Tmsb10,0,5.07E-06
3600,Suclg1,1,8.79E-06
3601,Gcfc2,-1,0
3602,Mrpl19,0,5.07E-06
3603,Eva1a,0,5.07E-06
3604,Pole4,0,5.07E-06
3605,Hk2,0,5.07E-06
3606,Dok1,0,5.07E-06
3607,Htra2,0,5.07E-06
3608,Aup1,0,5.07E-06
3609,Pcgf1,0,5.07E-06
3610,Mogs,0,5.07E-06
3611,Wbp1,0,5.07E-06
3612,Ino80b,0,5.07E-06
3613,Rtkn,0,5.07E-06
3614,Dctn1,0,5.07E-06
3615,Mthfd2,0,5.07E-06
3616,Mob1a,0,5.07E-06
3617,Bola3,0,5.07E-06
3618,Tet3,0,5.07E-06
3619,Dguok,0,5.07E-06
3620,Actg2,0,5.07E-06
3621,Stambp,0,5.07E-06
3622,Tex261,0,5.07E-06
3623,Nagk,0,5.07E-06
3624,Paip2b,0,5.07E-06
3625,Zfp638,0,5.07E-06
3626,Cyp26b1,-13,0
3627,Exoc6b,0,5.07E-06
3628,Spr,0,5.07E-06
3629,Sfxn5,0,5.07E-06
3630,Rab11fip5,0,5.07E-06
3631,Smyd5,0,5.07E-06
3632,Pradc1,0,5.07E-06
3633,Cct7,0,5.07E-06
3634,Tprkb,0,5.07E-06
3635,Dusp11,0,5.07E-06
3636,Fam136a,0,5.07E-06
3637,Snrpg,19,2.72E-05
3638,Pcyox1,0,5.07E-06
3639,Tia1,0,5.07E-06
3640,C87436,0,5.07E-06
3641,Pcbp1,0,5.07E-06
3642,1600020E01Rik,0,5.07E-06
3643,Mxd1,0,5.07E-06
3644,Snrnp27,0,5.07E-06
3645,Gmcl1,0,5.07E-06
3646,Anxa4,-18,-4.58E-05
3647,Aak1,0,5.07E-06
3648,Nfu1,0,5.07E-06
3649,Gfpt1,0,5.07E-06
3650,Antxr1,0,5.07E-06
3651,Arhgap25,5,4.31E-05
3652,Efcc1,0,5.07E-06
3653,Rab43,0,5.07E-06
3654,Isy1,0,5.07E-06
3655,Cnbp,0,5.07E-06
3656,Copg1,0,5.07E-06
3657,Hmces,0,5.07E-06
3658,Rab7,92,0
3659,Rpn1,0,5.07E-06
3660,Gata2,1,0
3661,Eefsec,0,5.07E-06
3662,Ruvbl1,0,5.07E-06
3663,Sec61a1,0,5.07E-06
3664,Mgll,0,5.07E-06
3665,Abtb1,0,5.07E-06
3666,Podxl2,-2,0
3667,Mcm2,0,5.07E-06
3668,Tpra1,0,5.07E-06
3669,Plxna1,0,5.07E-06
3670,Chchd6,0,5.07E-06
3671,Txnrd3,0,5.07E-06
3672,Klf15,0,5.07E-06
3673,Slc41a3,0,5.07E-06
3674,Iqsec1,0,5.07E-06
3675,Nup210,0,5.07E-06
3676,Hdac11,0,5.07E-06
3677,Fbln2,0,5.07E-06
3678,Chchd4,0,5.07E-06
3679,Tmem43,-3,-1.52E-06
3680,Xpc,0,5.07E-06
3681,Lsm3,0,5.07E-06
3682,Slc6a6,0,5.07E-06
3683,Ccdc174,0,5.07E-06
3684,Fgd5,-20,0
3685,Nr2c2,0,5.07E-06
3686,Mrps25,0,5.07E-06
3687,Rbsn,0,5.07E-06
3688,Prickle2,0,5.07E-06
3689,Adamts9,0,5.07E-06
3690,9530026P05Rik,0,5.07E-06
3691,Magi1,-3,-2.04E-06
3692,Slc25a26,0,5.07E-06
3693,Suclg2,0,5.07E-06
3694,Eogt,0,5.07E-06
3695,Tmf1,0,5.07E-06
3696,Uba3,0,5.07E-06
3697,Arl6ip5,0,5.07E-06
3698,Frmd4b,0,5.07E-06
3699,Mitf,0,5.07E-06
3700,Foxp1,-30,-8.91E-05
3701,Eif4e3,0,5.07E-06
3702,Rybp,0,5.07E-06
3703,Gxylt2,-2,0
3704,Ppp4r2,0,5.07E-06
3705,Pdzrn3,0,5.07E-06
3706,Trnt1,0,5.07E-06
3707,Crbn,0,5.07E-06
3708,Sumf1,0,5.07E-06
3709,Itpr1,0,5.07E-06
3710,Bhlhe40,0,5.07E-06
3711,Arl8b,0,5.07E-06
3712,Edem1,0,5.07E-06
3713,Lmcd1,0,5.07E-06
3714,Thumpd3,0,5.07E-06
3715,Gt(ROSA)26Sor,0,5.07E-06
3716,Setd5,0,5.07E-06
3717,Mtmr14,0,5.07E-06
3718,Brpf1,0,5.07E-06
3719,Ogg1,0,5.07E-06
3720,Camk1,0,5.07E-06
3721,Tada3,0,5.07E-06
3722,Arpc4,0,5.07E-06
3723,Ttll3,0,5.07E-06
3724,Jagn1,0,5.07E-06
3725,Il17re,-137,0
3726,Il17rc,0,5.07E-06
3727,Creld1,0,5.07E-06
3728,Emc3,-45,-9.63E-05
3729,Brk1,0,5.07E-06
3730,Vhl,0,5.07E-06
3731,Irak2,0,5.07E-06
3732,Tatdn2,0,5.07E-06
3733,Sec13,0,5.07E-06
3734,Atg7,0,5.07E-06
3735,Vgll4,0,5.07E-06
3736,Tamm41,0,5.07E-06
3737,Syn2,0,5.07E-06
3738,Pparg,0,5.07E-06
3739,Tsen2,0,5.07E-06
3740,Mkrn2,0,5.07E-06
3741,Raf1,0,5.07E-06
3742,Cand2,0,5.07E-06
3743,Rpl32,64,-8.13E-05
3744,Plxnd1,0,5.07E-06
3745,Tmcc1,0,5.07E-06
3746,Alox5,-1,0
3747,Zfp422,0,5.07E-06
3748,Rassf4,-11,0
3749,Cxcl12,0,5.07E-06
3750,Zfp637,0,5.07E-06
3751,Hnrnpf,0,5.07E-06
3752,Fxyd4,1,0
3753,Csgalnact2,0,5.07E-06
3754,Bms1,0,5.07E-06
3755,Dcp1b,0,5.07E-06
3756,Adipor2,0,5.07E-06
3757,Fbxl14,0,5.07E-06
3758,Erc1,0,5.07E-06
3759,Rad52,0,5.07E-06
3760,Wnk1,-40,-7.71E-05
3761,Ccdc77,0,5.07E-06
3762,Kdm5a,0,5.07E-06
3763,Il17ra,0,5.07E-06
3764,Atp6v1e1,-4,0
3765,Bcl2l13,0,5.07E-06
3766,Bid,0,5.07E-06
3767,Mical3,0,5.07E-06
3768,Usp18,0,5.07E-06
3769,M6pr,0,5.07E-06
3770,Phc1,0,5.07E-06
3771,Mfap5,2,0
3772,Apobec1,-10,0
3773,Slc2a3,-16,1.85E-05
3774,Foxj2,0,5.07E-06
3775,Necap1,0,5.07E-06
3776,Clec4a1,0,5.07E-06
3777,Clec4a3,6,0
3778,Clec4b1,14,0
3779,Clec4a2,0,5.07E-06
3780,Clec4n,1,0
3781,Clec4d,1,0
3782,Clec4e,9,0
3783,Pex5,0,5.07E-06
3784,C1rl,0,5.07E-06
3785,C1ra,0,5.07E-06
3786,C1s1,1,0
3787,Lpcat3,0,5.07E-06
3788,Emg1,0,5.07E-06
3789,Phb2,0,5.07E-06
3790,Ptpn6,0,5.07E-06
3791,Grcc10,-15,-4.15E-05
3792,Spsb2,0,5.07E-06
3793,Tpi1,0,5.07E-06
3794,Usp5,0,5.07E-06
3795,P3h3,1,0
3796,Lag3,0,5.07E-06
3797,Ptms,145,0
3798,Mlf2,-116,0
3799,Cops7a,0,5.07E-06
3800,Zfp384,0,5.07E-06
3801,Ing4,0,5.07E-06
3802,Acrbp,0,5.07E-06
3803,Chd4,0,5.07E-06
3804,Nop2,0,5.07E-06
3805,Iffo1,0,5.07E-06
3806,Gapdh,3,-2.45E-05
3807,Ncapd2,0,5.07E-06
3808,Mrpl51,0,5.07E-06
3809,Tapbpl,0,5.07E-06
3810,Cd27,0,5.07E-06
3811,Ltbr,0,5.07E-06
3812,Scnn1a,-33,2.83E-05
3813,Tnfrsf1a,0,5.07E-06
3814,Cd9,-117,0
3815,Vwf,-5,0
3816,Ndufa9,0,5.07E-06
3817,D6Wsu163e,0,5.07E-06
3818,Tigar,0,5.07E-06
3819,Ccnd2,-30,-6.43E-05
3820,Tspan11,-5,-1.11E-05
3821,Tspan9,0,5.07E-06
3822,Tulp3,0,5.07E-06
3823,Rhno1,0,5.07E-06
3824,Itfg2,0,5.07E-06
3825,Fkbp4,7,7.01E-06
3826,Klrb1c,0,5.07E-06
3827,Clec2i,0,5.07E-06
3828,Gm15987,-4,0
3829,Clec2d,0,5.07E-06
3830,2310001H17Rik,0,5.07E-06
3831,Cd69,0,5.07E-06
3832,Clec12a,0,5.07E-06
3833,Clec1a,0,5.07E-06
3834,Gabarapl1,8,9.31E-05
3835,Klre1,0,5.07E-06
3836,Klrd1,-2,0
3837,Klrk1,0,5.07E-06
3838,Klra9,-1,0
3839,Klra2,0,0
3840,Magohb,0,5.07E-06
3841,Ybx3,0,5.07E-06
3842,Smim10l1,0,5.07E-06
3843,Etv6,0,5.07E-06
3844,Lrp6,0,5.07E-06
3845,Mansc1,0,5.07E-06
3846,Borcs5,0,5.07E-06
3847,Dusp16,0,5.07E-06
3848,Crebl2,0,5.07E-06
3849,2810454H06Rik,0,5.07E-06
3850,Cdkn1b,0,5.07E-06
3851,Lockd,0,5.07E-06
3852,Apold1,0,5.07E-06
3853,Ddx47,36,0
3854,Gprc5a,-67,0
3855,Hebp1,0,5.07E-06
3856,Emp1,0,5.07E-06
3857,Atf7ip,0,5.07E-06
3858,Plbd1,0,5.07E-06
3859,Hist4h4,0,5.07E-06
3860,H2afj,25,0
3861,Wbp11,0,5.07E-06
3862,Art4,2,0
3863,Mgp,34,0
3864,Arhgdib,-13,0
3865,Rerg,0,5.07E-06
3866,Ptpro,0,5.07E-06
3867,Eps8,0,5.07E-06
3868,Strap,0,5.07E-06
3869,Dera,0,5.07E-06
3870,Mgst1,67,-9.01E-05
3871,Plekha5,0,5.07E-06
3872,Aebp2,0,5.07E-06
3873,Pde3a,0,5.07E-06
3874,Pyroxd1,0,5.07E-06
3875,Recql,0,5.07E-06
3876,Golt1b,0,5.07E-06
3877,Ldhb,0,-8.74E-05
3878,Kcnj8,1,0
3879,Abcc9,0,5.07E-06
3880,Cmas,0,5.07E-06
3881,C2cd5,0,5.07E-06
3882,Etnk1,0,5.07E-06
3883,Sox5,0,5.07E-06
3884,Lrmp,13,0
3885,Kras,0,5.07E-06
3886,Gm15706,0,5.07E-06
3887,Rassf8,0,5.07E-06
3888,Bhlhe41,0,5.07E-06
3889,Sspn,0,5.07E-06
3890,Itpr2,0,5.07E-06
3891,Fgfr1op2,0,5.07E-06
3892,Tm7sf3,0,5.07E-06
3893,Med21,0,5.07E-06
3894,Stk38l,0,5.07E-06
3895,Ppfibp1,0,5.07E-06
3896,Mrps35,0,5.07E-06
3897,Ccdc91,0,5.07E-06
3898,Ergic2,0,5.07E-06
3899,Tmtc1,0,5.07E-06
3900,Ipo8,0,5.07E-06
3901,Caprin2,0,5.07E-06
3902,3010003L21Rik,0,5.07E-06
3903,Dennd5b,0,5.07E-06
3904,Amn1,9,3.29E-05
3905,Myadm,0,5.07E-06
3906,Prkcg,-1,0
3907,Ndufa3,23,-5.89E-05
3908,Tfpt,0,5.07E-06
3909,Prpf31,0,5.07E-06
3910,Cnot3,0,5.07E-06
3911,Leng1,0,5.07E-06
3912,Tmc4,0,5.07E-06
3913,Mboat7,0,5.07E-06
3914,Tsen34,0,5.07E-06
3915,Rps9,62,0
3916,Pirb,0,5.07E-06
3917,Pira2,0,5.07E-06
3918,Lair1,1,2.25E-05
3919,Leng8,0,5.07E-06
3920,Leng9,0,5.07E-06
3921,Cdc42ep5,0,5.07E-06
3922,Rdh13,0,5.07E-06
3923,Ppp1r12c,0,5.07E-06
3924,Ppp6r1,0,5.07E-06
3925,Hspbp1,0,5.07E-06
3926,Cox6b2,0,5.07E-06
3927,Il11,0,5.07E-06
3928,Tmem238,0,5.07E-06
3929,Rpl28,107,0
3930,Ube2s,0,5.07E-06
3931,Isoc2b,0,5.07E-06
3932,Isoc2a,0,5.07E-06
3933,Zfp628,0,5.07E-06
3934,Zfp579,-31,-6.66E-05
3935,Fiz1,0,5.07E-06
3936,Zfp524,0,5.07E-06
3937,Zfp865,0,5.07E-06
3938,Zfp580,0,5.07E-06
3939,U2af2,0,5.07E-06
3940,Epn1,0,5.07E-06
3941,Zfp787,0,5.07E-06
3942,Zfp444,0,5.07E-06
3943,Peg3,0,5.07E-06
3944,Zfp954,0,5.07E-06
3945,Clcn4,0,5.07E-06
3946,Zfp606,0,5.07E-06
3947,Zfp329,0,5.07E-06
3948,Zfp110,0,5.07E-06
3949,Rps5,80,3.76E-06
3950,Trim28,0,5.07E-06
3951,Chmp2a,-1,-2.40E-05
3952,Ube2m,0,5.07E-06
3953,Lig1,0,5.07E-06
3954,Ehd2,-57,-3.04E-05
3955,Napa,0,5.07E-06
3956,Kptn,0,5.07E-06
3957,Meis3,0,5.07E-06
3958,Dhx34,0,5.07E-06
3959,C5ar1,-3,0
3960,Inafm1,0,5.07E-06
3961,Ccdc9,0,5.07E-06
3962,Bbc3,0,5.07E-06
3963,Sae1,0,5.07E-06
3964,Zc3h4,0,5.07E-06
3965,Tmem160,-83,0
3966,Arhgap35,0,5.07E-06
3967,Ap2s1,0,5.07E-06
3968,Slc1a5,0,5.07E-06
3969,Fkrp,0,5.07E-06
3970,Strn4,0,5.07E-06
3971,Prkd2,0,5.07E-06
3972,Dact3,28,0
3973,Gng8,13,0
3974,Calm3,0,5.07E-06
3975,Ccdc8,0,5.07E-06
3976,Ppp5c,0,5.07E-06
3977,Mill2,0,5.07E-06
3978,Pglyrp1,0,5.07E-06
3979,Ccdc61,0,5.07E-06
3980,Nova2,0,5.07E-06
3981,Irf2bp1,0,5.07E-06
3982,Sympk,0,5.07E-06
3983,Dmwd,0,5.07E-06
3984,Dmpk,0,5.07E-06
3985,Fbxo46,-1,0
3986,Qpctl,0,5.07E-06
3987,Snrpd2,42,9.01E-05
3988,Eml2,0,5.07E-06
3989,Gpr4,0,5.07E-06
3990,Opa3,0,5.07E-06
3991,Vasp,0,5.07E-06
3992,Ppm1n,0,5.07E-06
3993,Rtn2,0,5.07E-06
3994,Fosb,0,5.07E-06
3995,Ercc1,0,5.07E-06
3996,Cd3eap,0,5.07E-06
3997,Ercc2,0,5.07E-06
3998,Mark4,0,5.07E-06
3999,Bloc1s3,0,5.07E-06
4000,Trappc6a,0,5.07E-06
4001,Ppp1r37,0,5.07E-06
4002,Gemin7,0,5.07E-06
4003,Zfp296,0,5.07E-06
4004,Clasrp,0,5.07E-06
4005,Relb,0,5.07E-06
4006,Clptm1,1,8.23E-06
4007,Apoc1,0,5.07E-06
4008,Apoe,-78,0
4009,Tomm40,0,5.07E-06
4010,Bcam,-69,-1.46E-05
4011,Cblc,0,5.07E-06
4012,Bcl3,0,5.07E-06
4013,Pvr,0,5.07E-06
4014,Zfp180,0,5.07E-06
4015,Zfp61,0,5.07E-06
4016,Kcnn4,-6,3.29E-05
4017,Smg9,0,5.07E-06
4018,Plaur,-1,-7.19E-05
4019,Zfp428,0,5.07E-06
4020,Irgq,0,5.07E-06
4021,Xrcc1,0,5.07E-06
4022,Ethe1,0,5.07E-06
4023,Rps19,100,9.51E-05
4024,Cd79a,0,5.07E-06
4025,Arhgef1,-2,2.03E-07
4026,Rabac1,-81,0
4027,Atp1a3,0,5.07E-06
4028,Grik5,0,5.07E-06
4029,Zfp574,0,5.07E-06
4030,Pou2f2,-10,0
4031,Dedd2,0,5.07E-06
4032,Gsk3a,0,5.07E-06
4033,Erf,0,5.07E-06
4034,Cic,0,5.07E-06
4035,Pafah1b3,0,5.07E-06
4036,Megf8,0,5.07E-06
4037,Lipe,0,5.07E-06
4038,Ceacam1,0,5.07E-06
4039,B3gnt8,0,5.07E-06
4040,Bckdha,0,5.07E-06
4041,Exosc5,0,5.07E-06
4042,B9d2,0,5.07E-06
4043,Tgfb1,0,5.07E-06
4044,Ccdc97,0,5.07E-06
4045,Hnrnpul1,0,5.07E-06
4046,Axl,0,3.29E-05
4047,Cyp2s1,0,5.07E-06
4048,Egln2,0,5.07E-06
4049,Rab4b,0,5.07E-06
4050,Snrpa,0,5.07E-06
4051,BC024978,0,5.07E-06
4052,Itpkc,0,5.07E-06
4053,Numbl,0,5.07E-06
4054,Ltbp4,0,5.07E-06
4055,Shkbp1,0,5.07E-06
4056,Blvrb,0,5.07E-06
4057,Sertad3,0,5.07E-06
4058,Sertad1,0,5.07E-06
4059,Prx,0,5.07E-06
4060,Pld3,0,5.07E-06
4061,2310022A10Rik,0,5.07E-06
4062,Akt2,0,5.07E-06
4063,Map3k10,0,5.07E-06
4064,Zfp780b,0,5.07E-06
4065,Psmc4,0,5.07E-06
4066,Fbl,0,5.07E-06
4067,Dyrk1b,0,5.07E-06
4068,Eid2b,0,5.07E-06
4069,Timm50,0,5.07E-06
4070,Supt5,0,5.07E-06
4071,Rps16,51,-8.71E-05
4072,Plekhg2,0,5.07E-06
4073,Zfp36,0,5.07E-06
4074,Med29,0,5.07E-06
4075,Paf1,0,5.07E-06
4076,Samd4b,0,5.07E-06
4077,Gmfg,0,5.07E-06
4078,Pak4,0,5.07E-06
4079,Mrps12,0,5.07E-06
4080,Sars2,0,5.07E-06
4081,Nfkbib,0,5.07E-06
4082,Sirt2,0,5.07E-06
4083,Rinl,-2,0
4084,Hnrnpl,0,5.07E-06
4085,Ech1,-44,0
4086,Lgals4,0,5.07E-06
4087,Actn4,0,5.07E-06
4088,Eif3k,154,0
4089,Map4k1,-2,0
4090,Ryr1,0,5.07E-06
4091,Rasgrp4,0,5.07E-06
4092,Fam98c,0,5.07E-06
4093,Psmd8,-38,-9.91E-05
4094,Yif1b,-27,-5.74E-05
4095,2200002D01Rik,4,4.14E-05
4096,Spint2,-8,0
4097,Ppp1r14a,0,5.07E-06
4098,Sipa1l3,0,5.07E-06
4099,Zfp84,0,5.07E-06
4100,Zfp568,0,5.07E-06
4101,Zfp260,0,5.07E-06
4102,Capns1,17,9.16E-05
4103,Tbcb,0,5.07E-06
4104,Polr2i,0,5.07E-06
4105,Alkbh6,0,5.07E-06
4106,Sdhaf1,0,5.07E-06
4107,Tyrobp,3,0
4108,Hcst,0,5.07E-06
4109,Nfkbid,-10,0
4110,Hspb6,0,5.07E-06
4111,Lin37,0,5.07E-06
4112,Psenen,0,5.07E-06
4113,U2af1l4,0,5.07E-06
4114,Kmt2b,0,5.07E-06
4115,Cox6b1,-11,0
4116,Rbm42,0,5.07E-06
4117,Haus5,0,5.07E-06
4118,Tmem147,0,5.07E-06
4119,Sbsn,0,5.07E-06
4120,Dmkn,-4,0
4121,Cd22,-4,0
4122,Usf2,0,5.07E-06
4123,Lsr,0,5.07E-06
4124,Fxyd5,0,5.07E-06
4125,Fxyd1,30,0
4126,Fxyd3,0,5.07E-06
4127,Scn1b,-23,0
4128,Gramd1a,0,5.07E-06
4129,Wtip,0,5.07E-06
4130,Uba2,0,5.07E-06
4131,Pdcd2l,0,5.07E-06
4132,Gpi1,0,5.07E-06
4133,4931406P16Rik,0,5.07E-06
4134,Lsm14a,0,5.07E-06
4135,Kctd15,0,5.07E-06
4136,Pepd,0,5.07E-06
4137,Cebpg,0,5.07E-06
4138,Cebpa,150,0
4139,Gpatch1,0,5.07E-06
4140,Rhpn2,0,5.07E-06
4141,Nudt19,0,5.07E-06
4142,Ankrd27,0,5.07E-06
4143,Pdcd5,-14,-3.36E-05
4144,Zfp507,0,5.07E-06
4145,Tshz3,-2,0
4146,Uri1,0,5.07E-06
4147,1600014C10Rik,0,5.07E-06
4148,Plekhf1,0,5.07E-06
4149,Pop4,0,5.07E-06
4150,AI987944,0,5.07E-06
4151,Zfp788,0,5.07E-06
4152,Siglecg,10,0
4153,Nkg7,0,5.07E-06
4154,Etfb,-25,0
4155,Cd33,18,6.88E-05
4156,Zfp719,0,5.07E-06
4157,Klk8,-6,0
4158,2410002F23Rik,0,5.07E-06
4159,Clec11a,0,5.07E-06
4160,Josd2,0,5.07E-06
4161,Emc10,0,5.07E-06
4162,Spib,0,5.07E-06
4163,Pold1,0,5.07E-06
4164,Nr1h2,0,5.07E-06
4165,Napsa,84,-3.97E-05
4166,Vrk3,0,5.07E-06
4167,Atf5,0,5.07E-06
4168,Nup62,0,5.07E-06
4169,Tbc1d17,0,5.07E-06
4170,Akt1s1,0,5.07E-06
4171,Pnkp,0,5.07E-06
4172,Ptov1,0,5.07E-06
4173,Med25,0,5.07E-06
4174,Fuz,0,5.07E-06
4175,Ap2a1,0,5.07E-06
4176,Cpt1c,0,5.07E-06
4177,Prmt1,0,5.07E-06
4178,Bcl2l12,0,5.07E-06
4179,Irf3,0,5.07E-06
4180,Scaf1,0,5.07E-06
4181,Rras,0,5.07E-06
4182,Prr12,0,5.07E-06
4183,Prrg2,0,5.07E-06
4184,Nosip,0,5.07E-06
4185,Rcn3,0,5.07E-06
4186,Fcgrt,0,5.07E-06
4187,Rps11,109,0
4188,Rpl13a,67,-5.17E-05
4189,Flt3l,0,5.07E-06
4190,Aldh16a1,0,5.07E-06
4191,Pih1d1,0,5.07E-06
4192,Tead2,0,5.07E-06
4193,Cd37,0,5.07E-06
4194,Trpm4,0,5.07E-06
4195,Snrnp70,0,5.07E-06
4196,Ruvbl2,0,5.07E-06
4197,Ftl1,-219,0
4198,Bax,0,5.07E-06
4199,Nucb1,0,5.07E-06
4200,Ppp1r15a,0,5.07E-06
4201,Bcat2,0,5.07E-06
4202,Rasip1,0,5.07E-06
4203,Dbp,0,5.07E-06
4204,Sphk2,0,5.07E-06
4205,Rpl18,273,0
4206,Cyth2,0,5.07E-06
4207,Grwd1,0,5.07E-06
4208,Kdelr1,0,5.07E-06
4209,Emp3,0,5.07E-06
4210,Nomo1,0,5.07E-06
4211,Sergef,0,5.07E-06
4212,Saal1,0,5.07E-06
4213,Hps5,0,5.07E-06
4214,Gtf2h1,0,5.07E-06
4215,Ldha,-125,0
4216,Tsg101,0,5.07E-06
4217,Spty2d1,0,5.07E-06
4218,Tmem86a,0,5.07E-06
4219,Zdhhc13,0,5.07E-06
4220,Nav2,0,5.07E-06
4221,Htatip2,0,5.07E-06
4222,Prmt3,0,5.07E-06
4223,Svip,0,5.07E-06
4224,Tubgcp5,0,5.07E-06
4225,Cyfip1,0,5.07E-06
4226,Nipa2,0,5.07E-06
4227,Nipa1,0,5.07E-06
4228,Herc2,0,5.07E-06
4229,Ube3a,0,5.07E-06
4230,Snrpn,0,5.07E-06
4231,Ndn,0,5.07E-06
4232,Klf13,0,5.07E-06
4233,Mtmr10,0,5.07E-06
4234,Mphosph10,0,5.07E-06
4235,Mcee,0,5.07E-06
4236,Tjp1,0,5.07E-06
4237,Tm2d3,0,5.07E-06
4238,Snrpa1,0,5.07E-06
4239,Chsy1,0,5.07E-06
4240,Lrrk1,-77,0
4241,Asb7,0,5.07E-06
4242,Mef2a,0,5.07E-06
4243,Lrrc28,0,5.07E-06
4244,Ttc23,0,5.07E-06
4245,Synm,0,5.07E-06
4246,Igf1r,-39,-8.24E-05
4247,Fam169b,0,5.07E-06
4248,Arrdc4,0,5.07E-06
